state_a,state_b,median_diff,U_statistic,p_value,p_value_bh,significant_bh
Gujarat,Maharashtra,-0.025582477704851156,1313869.0,0.0,0.0,True
Himachal Pradesh,Jammu and Kashmir,-0.025485903071366556,6668121.0,0.0002916591167667954,0.00033046354861130463,True
Assam,Chhattisgarh,-0.02544148915618636,2202179.0,1.9878005909004087e-160,3.930931505600808e-160,True
Chandigarh,Tripura,0.025233361449682287,4804981.0,4.016632742710167e-111,6.485572135018252e-111,True
Arunachal Pradesh,Telangana,-0.024726823754414914,2502984.5,6.250137291572232e-155,1.1956784383877314e-154,True
Jharkhand,Mizoram,-0.02458828118228308,603869.5,4.2749399730203e-267,1.2470543125716676e-266,True
Karnataka,Uttarakhand,-0.02455268342794762,3396526.5,2.0374303930171625e-269,6.077758460525774e-269,True
Karnataka,Madhya Pradesh,-0.02447193700634697,3487226.5,0.0,0.0,True
Gujarat,Mizoram,-0.024396425083149292,816930.0,6.47862656661754e-178,1.3905344825910818e-177,True
Dadra and Nagar Haveli and Daman and Diu,Gujarat,-0.024382282081678364,747552.5,2.325284946303434e-107,3.698043529060883e-107,True
Chandigarh,Uttar Pradesh,-0.024293401282522664,2838930.5,0.0,0.0,True
Dadra and Nagar Haveli and Daman and Diu,Jharkhand,-0.024190425982544575,577954.5,1.4960290347691727e-175,3.159613321432493e-175,True
Haryana,Telangana,-0.024039184077605566,4149343.5,0.0,0.0,True
Andaman and Nicobar Islands,Telangana,-0.024039184077605566,2153969.0,0.0,0.0,True
Andhra Pradesh,Himachal Pradesh,-0.023773660894079757,6140341.0,2.4067581129296072e-107,3.8161209718523496e-107,True
Assam,Odisha,0.02376903715960324,4465757.0,0.0,0.0,True
Karnataka,West Bengal,-0.023710834714757704,3678344.5,5.346844822983642e-308,1.7867937129970653e-307,True
Rajasthan,Telangana,0.02357986354144205,12896473.5,0.0,0.0,True
Kerala,Sikkim,0.02349274841184234,6393209.5,0.0,0.0,True
Gujarat,Meghalaya,0.023471003822569392,5507200.0,4.618246615381567e-285,1.4689362728442574e-284,True
Chandigarh,Manipur,-0.023422208332648062,1185449.5,3.4072308520507044e-44,4.672773739955252e-44,True
Jharkhand,Meghalaya,0.023279147723435603,6188781.5,0.0,0.0,True
Chhattisgarh,Karnataka,0.02304892402945146,10911163.5,5.198937684303736e-218,1.2591922464735653e-217,True
Chandigarh,Maharashtra,-0.02285579655128303,4016013.5,0.0,0.0,True
Jharkhand,Punjab,-0.022812607057211484,2817575.5,1.797625054859606e-106,2.833271728256334e-106,True
Chhattisgarh,Jammu and Kashmir,-0.022741345341964453,6622942.5,8.94065747262942e-20,1.1293462070689795e-19,True
Assam,Himachal Pradesh,-0.022696931426784257,2597350.0,3.59701007545815e-68,5.290310083125079e-68,True
Andhra Pradesh,Odisha,0.02269230769230774,9989262.5,0.0,0.0,True
Gujarat,Punjab,-0.022620750958077696,2675039.5,1.818168875868369e-126,3.137232570125813e-126,True
Gujarat,Tripura,0.022506680296114162,2219781.5,3.1955473878971304e-38,4.3152148869812914e-38,True
Jharkhand,Tripura,0.022314824196980373,2204043.0,9.118256154844686e-35,1.215767487312625e-34,True
Kerala,Telangana,-0.022275515647270365,2653773.0,0.0,0.0,True
Jammu and Kashmir,West Bengal,0.02207943465665821,8488623.0,2.6118748346302187e-49,3.648333102340623e-49,True
Jammu and Kashmir,Nagaland,-0.02182650951787589,2827639.5,6.191156652369515e-149,1.1674752544468228e-148,True
Haryana,Sikkim,0.021729079981507138,8013017.0,0.0,0.0,True
Andaman and Nicobar Islands,Sikkim,0.021729079981507138,4857561.0,1.9304326856102991e-258,5.4799379462485905e-258,True
Chandigarh,Mizoram,-0.021669743929581167,2066014.0,9.625256065353522e-134,1.711156633840626e-133,True
Jammu and Kashmir,Madhya Pradesh,0.021318332365068943,9207635.5,6.883499712823592e-41,9.319199611207325e-41,True
Jammu and Kashmir,Uttarakhand,0.021237585943468293,7392484.5,1.271839076927884e-35,1.7043934838018344e-35,True
Jharkhand,Uttarakhand,-0.02114594039054478,1959234.5,4.265238637517239e-166,8.661715386958085e-166,True
Jharkhand,Madhya Pradesh,-0.02106519396894413,1841560.5,5.02201252264586e-302,1.6572641324731338e-301,True
Arunachal Pradesh,Sikkim,0.02104144030469779,2684334.5,1.5585778355248319e-21,1.987751442408481e-21,True
Gujarat,Uttarakhand,-0.02095408429141099,2092288.5,3.674014616515375e-138,6.666253324811403e-138,True
Kerala,Tamil Nadu,0.02087599150823325,3923713.5,0.05090688840588213,0.05386540496654462,False
Gujarat,Madhya Pradesh,-0.02087333786981034,2196922.5,2.504231715508422e-222,6.178665167235733e-222,True
Dadra and Nagar Haveli and Daman and Diu,Karnataka,-0.020783682945141733,1819170.0,9.663422923766056e-50,1.3569913041884248e-49,True
Arunachal Pradesh,Chandigarh,-0.020555474634204582,2592735.0,2.837578588749513e-104,4.4590520680349494e-104,True
Himachal Pradesh,Karnataka,0.020304366300049358,9463260.5,1.257160610565701e-123,2.1275025717265707e-123,True
Jharkhand,West Bengal,-0.020304091677354863,1764374.5,4.055826343562627e-268,1.196355480112328e-267,True
Telangana,Uttar Pradesh,-0.02012205216231233,3325920.5,0.0,0.0,True
Gujarat,West Bengal,-0.020112235578221074,2175006.0,1.5980167846305312e-176,3.388565711987632e-176,True
Chandigarh,Punjab,-0.01989406980450957,5781391.5,7.663115338504105e-134,1.3669340874088404e-133,True
Karnataka,Meghalaya,0.01987240468603276,7997878.5,9.237020740077459e-73,1.3699850985283423e-72,True
Chandigarh,Haryana,0.019867834957395233,11828055.0,4.10511002266866e-231,1.0471005275212815e-230,True
Andaman and Nicobar Islands,Chandigarh,-0.019867834957395233,2811098.5,1.150079578080614e-237,3.0362100861328207e-237,True
Chhattisgarh,Jharkhand,0.01964218099204862,5946484.5,2.377371414503553e-155,4.5812120688243655e-155,True
Jammu and Kashmir,Punjab,0.019570919276801588,8179765.0,7.370555718726908e-07,8.515652996691045e-07,True
Chhattisgarh,Gujarat,0.01945032489291483,5696233.0,1.417157611511663e-116,2.338310058994244e-116,True
Bihar,Odisha,0.019373371276918877,6958839.5,1.6542895708288747e-255,4.621507372474317e-255,True
Manipur,Telangana,0.01925085921243773,2189448.5,3.683891822061018e-19,4.620177867097904e-19,True
Haryana,Tamil Nadu,0.01911232307789805,4965149.5,0.0359575019444157,0.038277340779539294,True
Andaman and Nicobar Islands,Tamil Nadu,0.01911232307789805,3142153.0,0.12246263037745288,0.1285492422252388,False
Karnataka,Tripura,0.018908081159577532,3710341.5,6.187517550182188e-14,7.562521450222674e-14,True
Maharashtra,Telangana,0.018684447431072698,14047664.0,0.0,0.0,True
Arunachal Pradesh,Tamil Nadu,0.0184246834010887,2090358.5,1.2732806128763903e-05,1.4583344112770806e-05,True
Assam,Dadra and Nagar Haveli and Daman and Diu,0.018391117818406834,1992564.5,1.5165267056050458e-176,3.228734276449452e-176,True
Chandigarh,Uttarakhand,-0.018227403137842865,4660942.5,5.5134928634266854e-132,9.736201444445786e-132,True
Chandigarh,Madhya Pradesh,-0.018146656716242215,5627319.0,1.6059228918809753e-163,3.2118457837619507e-163,True
Chandigarh,Kerala,0.018104166527060032,9561349.5,1.7506831212899271e-237,4.576043010104364e-237,True
Arunachal Pradesh,Gujarat,-0.017828793480636457,1529498.0,4.347187057566268e-38,5.855394812232116e-38,True
Jammu and Kashmir,Mizoram,0.01779524515172999,3566857.5,4.093511833219906e-14,5.026451739395605e-14,True
Arunachal Pradesh,Jharkhand,-0.017636937381502668,1498041.5,8.742032744312257e-44,1.1958013702064434e-43,True
Mizoram,Telangana,0.017498394809370835,5191115.0,1.4095379786835046e-119,2.362654135698065e-119,True
Assam,Meghalaya,0.017479839559297862,5882632.5,0.0,0.0,True
Chandigarh,West Bengal,-0.01738555442465295,5237130.5,1.1056368748414066e-139,2.013021620400906e-139,True
Andhra Pradesh,Dadra and Nagar Haveli and Daman and Diu,0.017314388351111334,4418755.0,1.4578624380937309e-167,2.995141507056381e-167,True
Bihar,Telangana,-0.01728486041973435,3363886.0,0.0,0.0,True
Gujarat,Haryana,0.01714115380382711,5350199.0,2.279796078026124e-61,3.334438585035439e-61,True
Andaman and Nicobar Islands,Gujarat,-0.01714115380382711,1744747.0,1.6097918273460268e-96,2.4852926457271992e-96,True
Andaman and Nicobar Islands,Jharkhand,-0.01694929770469332,1392008.5,7.146181606955527e-180,1.5400750565193954e-179,True
Haryana,Jharkhand,-0.01694929770469332,2599991.0,8.567143062500057e-137,1.5438401150170751e-136,True
Himachal Pradesh,Jharkhand,0.016897623262646516,5011954.5,1.8615675421365218e-70,2.745552129184591e-70,True
Chandigarh,Chhattisgarh,-0.016723643739346705,6141541.5,2.0915078402618373e-88,3.173322240397271e-88,True
Gujarat,Himachal Pradesh,-0.016705767163512728,2936611.0,1.5989458491700343e-54,2.2941396966352664e-54,True
Jammu and Kashmir,Maharashtra,0.016609192530028127,8088892.5,0.0006260993519764163,0.0007003823259397199,True
Assam,Tripura,0.016515516032842632,2032292.5,1.580678412614161e-31,2.0812922739657782e-31,True
Andhra Pradesh,Meghalaya,0.016403110092002363,12724215.5,0.0,0.0,True
Sikkim,Tripura,-0.016363553489220084,1051522.5,2.264522062776738e-158,4.412057745926633e-158,True
Jammu and Kashmir,Manipur,0.016042780748663096,1343951.0,2.9643477030816077e-09,3.470455847510175e-09,True
Punjab,Telangana,0.015722720684299238,10735204.5,8.006136981451286e-45,1.1037181008371486e-44,True
Andhra Pradesh,Tripura,0.015438786565547133,4684116.5,5.68040338926437e-35,7.593045543117943e-35,True
Meghalaya,Sikkim,0.015399229962764854,5806685.0,3.8396749763319665e-188,8.701066040786602e-188,True
Gujarat,Kerala,0.015377485373491907,4460174.0,2.3905127101798137e-89,3.647950031719485e-89,True
Jharkhand,Kerala,0.015185629274358119,4962939.5,5.6327025458542224e-185,1.2443794745652842e-184,True
Jammu and Kashmir,Uttar Pradesh,0.015171587798788494,5363593.5,2.8464999492610875e-33,3.776261239220739e-33,True
Dadra and Nagar Haveli and Daman and Diu,Sikkim,0.014487951703655882,2111134.0,1.3667552538082373e-73,2.0385502090699135e-73,True
Kerala,Odisha,0.014382716049382863,6923749.0,1.7994189082044203e-266,5.2202922172084274e-266,True
Arunachal Pradesh,Karnataka,-0.014230194344099827,3053532.0,2.2763623914659574e-27,2.9677020807259887e-27,True
Telangana,Uttarakhand,-0.014056054017632533,6124104.5,1.0926843651262689e-44,1.5024410020486196e-44,True
Bihar,Dadra and Nagar Haveli and Daman and Diu,0.01399545193572247,2999838.0,3.2499218040517143e-55,4.675636818908188e-55,True
Chandigarh,Himachal Pradesh,-0.013979086009944602,6478792.0,3.0558609845719924e-33,4.0438461149223355e-33,True
Madhya Pradesh,Telangana,0.013975307596031883,11989331.5,2.4810027368827566e-117,4.106487288633528e-117,True
Andhra Pradesh,Telangana,-0.013965924004345487,5902900.0,2.5373631215182953e-185,5.62910810151958e-185,True
Himachal Pradesh,Rajasthan,-0.01377212665170778,6932875.0,5.638317115979222e-24,7.208308564738569e-24,True
Tamil Nadu,Tripura,-0.013746796585610996,1979470.5,0.2390021037545058,0.24792359682196283,False
Haryana,Karnataka,-0.013542554667290478,7775719.5,0.46569156250521515,0.47744688350049247,False
Andaman and Nicobar Islands,Karnataka,-0.013542554667290478,4218064.5,1.2471579027428229e-26,1.6179345765312295e-26,True
Telangana,West Bengal,-0.013214205304442617,6359694.5,4.909690274369927e-83,7.343672705006577e-83,True
Bihar,Chandigarh,-0.013113511299524018,4387239.0,2.9561248783121766e-145,5.5348721125845016e-145,True
Bihar,Meghalaya,0.013084173676613499,8265608.5,1.8394244019288586e-167,3.7644034272032454e-167,True
Assam,Telangana,-0.012889194537049987,2415743.0,1.968250889745783e-127,3.4298233326263147e-127,True
Meghalaya,Tamil Nadu,0.012782473059155766,4010385.5,0.22239238483457258,0.231603903733046,False
Haryana,Odisha,0.012619047619047662,8615026.0,3.835503929685277e-267,1.1250811527076813e-266,True
Andaman and Nicobar Islands,Odisha,0.012619047619047662,5123919.5,1.4425920351361172e-141,2.644752064416215e-141,True
Chhattisgarh,Telangana,0.012552294619136373,10620211.5,1.5048390716852048e-50,2.1188134129327684e-50,True
Bihar,Tripura,0.01211985015015827,3114063.0,0.4173273052685469,0.4286941968517369,False
Arunachal Pradesh,Odisha,0.011931407942238313,3330158.5,2.583619004516073e-41,3.515852665939398e-41,True
Dadra and Nagar Haveli and Daman and Diu,Tamil Nadu,0.011871194800046794,1549169.0,0.562748023135375,0.5758351864641046,False
Arunachal Pradesh,Assam,-0.011837629217364927,1428508.5,7.55815674077028e-36,1.0154470125004347e-35,True
Karnataka,Kerala,0.011778886236955277,6820825.5,7.815529100668453e-13,9.464677443011337e-13,True
Jammu and Kashmir,Rajasthan,0.011713776419658775,7301457.5,0.7559742850147992,0.7676046586304115,False
Assam,Haryana,0.011149989540555579,5397747.5,1.2700062082075702e-114,2.0760473001040158e-114,True
Andaman and Nicobar Islands,Assam,-0.011149989540555579,1388207.0,1.9124679256716059e-146,3.5935340382726256e-146,True
Chhattisgarh,Rajasthan,-0.011027568922305678,6879149.0,6.318334103920864e-54,9.0408683113014e-54,True
Andhra Pradesh,Arunachal Pradesh,0.010760899750069428,5311200.5,2.308594441939625e-43,3.1497102463672405e-43,True
Karnataka,Telangana,-0.010496629410315088,5074212.5,4.7731395362771656e-160,9.403797295352028e-160,True
Bihar,Gujarat,-0.010386830145955893,2521453.0,2.661248363961872e-57,3.881599823679195e-57,True
Rajasthan,West Bengal,0.010365658236999434,10424066.5,3.5953204963602903e-113,5.841012991009949e-113,True
Himachal Pradesh,Uttar Pradesh,-0.010314315272578062,5542375.0,6.107144477172996e-57,8.883119239524357e-57,True
Bihar,Jharkhand,-0.010194974046822104,2258581.5,3.1920342478088416e-96,4.913685372720316e-96,True
Andhra Pradesh,Haryana,0.010073260073260079,12046345.5,7.057486942186886e-126,1.2137957998288848e-125,True
Andaman and Nicobar Islands,Andhra Pradesh,-0.010073260073260079,3681506.0,1.3889681629203318e-157,2.6962323162571147e-157,True
Himachal Pradesh,Telangana,0.00980773688973427,9313870.0,2.445235968922333e-20,3.0961261189232415e-20,True
Andhra Pradesh,Chandigarh,-0.009794574884135154,7260687.0,2.071081967141788e-31,2.7202270613205575e-31,True
Madhya Pradesh,Rajasthan,-0.009604555945410168,6540677.5,3.625370176625525e-100,5.646594257399048e-100,True
Rajasthan,Uttarakhand,0.009523809523809518,9066578.0,1.7771064210809436e-86,2.6732541035063765e-86,True
Himachal Pradesh,Manipur,-0.00944312232270346,1463294.0,3.750821671029757e-10,4.4206112551422134e-10,True
Assam,Kerala,0.009386321110220378,4368788.0,3.178205165379004e-125,5.448351712078291e-125,True
Odisha,Sikkim,0.009110032362459476,3459599.0,1.144590465333031e-13,1.3892960130938858e-13,True
Dadra and Nagar Haveli and Daman and Diu,Kerala,-0.009004796708186456,1646039.5,1.5791034276125218e-52,2.2413080908048697e-52,True
Himachal Pradesh,Maharashtra,-0.008876710541338428,7301060.5,3.4403819678073896e-28,4.4963407896096575e-28,True
Assam,Chandigarh,-0.008717845416839655,3226270.5,9.809863090352757e-12,1.1718569483498316e-11,True
Andhra Pradesh,Kerala,0.008309591642924878,9641176.5,5.748042810351548e-123,9.696378926088235e-123,True
Kerala,Meghalaya,0.008093518449077484,8554349.0,3.022496546446698e-229,7.599419888208841e-229,True
Punjab,Rajasthan,-0.007857142857142813,7256047.0,2.6929894454627036e-41,3.65526587970259e-41,True
Himachal Pradesh,Mizoram,-0.007690657919636565,3328089.0,0.012646466001512091,0.013711158211084977,True
Chhattisgarh,Uttar Pradesh,-0.007569757543175959,5176314.0,4.969602582052988e-127,8.603115289586812e-127,True
Arunachal Pradesh,Bihar,-0.007441963334680564,3113403.5,4.695228768481469e-09,5.4846920127394155e-09,True
Odisha,Tripura,-0.007253521126760608,1597824.0,2.9953143923260073e-83,4.492971588489011e-83,True
Andaman and Nicobar Islands,Dadra and Nagar Haveli and Daman and Diu,0.007241128277851255,2176631.5,1.5876722342431168e-20,2.0151224511547252e-20,True
Dadra and Nagar Haveli and Daman and Diu,Haryana,-0.007241128277851255,2132164.5,2.733855758089443e-49,3.808643378024343e-49,True
Kerala,Tripura,0.007129194922622255,3210124.0,0.00048457312349531524,0.0005466978829177916,True
Jharkhand,Telangana,-0.007089886372912246,2915669.0,1.8172365759870267e-88,2.765132311588329e-88,True
Andhra Pradesh,Gujarat,-0.007067893730567029,4024899.5,7.2555096621257394e-06,8.34620719303353e-06,True
Uttar Pradesh,West Bengal,0.006907846857869715,9755204.5,4.9679375446102874e-170,1.0246371185758717e-169,True
Gujarat,Telangana,-0.006898030273778458,3175929.0,7.889355601030534e-57,1.144390043226407e-56,True
Andhra Pradesh,Jharkhand,-0.0068760376314332405,3628567.0,9.535094105354767e-26,1.2339533548106169e-25,True
Bihar,Karnataka,-0.006788231009419263,5541069.5,3.379070836829589e-18,4.227842184469249e-18,True
Bihar,Haryana,0.006754323657871215,7563137.0,0.008881554470451398,0.009668991258553274,True
Andaman and Nicobar Islands,Bihar,-0.006754323657871215,4002670.0,4.093584008835052e-21,5.2082225461805004e-21,True
Chhattisgarh,Manipur,-0.0066985645933013566,1538320.0,9.845473836189752e-13,1.1895675481712102e-12,True
Arunachal Pradesh,Dadra and Nagar Haveli and Daman and Diu,0.006553488601041907,1367306.5,0.9563757074634263,0.9600121169975078,False
Odisha,Tamil Nadu,0.006493275458850388,2717252.5,1.2363459340235998e-10,1.4603817744171382e-10,True
Haryana,Meghalaya,0.0063298500187422835,10316714.0,2.3203389893234617e-186,5.169362811657332e-186,True
Andaman and Nicobar Islands,Meghalaya,0.0063298500187422835,5813266.5,3.2138367653458088e-52,4.549345340757606e-52,True
Chandigarh,Karnataka,0.006325280290104755,9255692.5,3.247578790612464e-103,5.088194663036738e-103,True
Meghalaya,Odisha,0.006289197600305378,5813202.5,1.5160587665085455e-56,2.193093229360307e-56,True
Madhya Pradesh,Uttar Pradesh,-0.006146744566280449,5396526.0,2.117412048904473e-129,3.701965436495237e-129,True
Chhattisgarh,Maharashtra,-0.0061321528119363256,7408548.5,1.0068222894376556e-50,1.421396173323749e-50,True
Mizoram,Rajasthan,-0.006081468732071216,3063562.0,9.254554780992419e-20,1.166206425862529e-19,True
Uttar Pradesh,Uttarakhand,0.006065998144679799,8651202.5,2.085453029899032e-156,4.0334036622223037e-156,True
Manipur,West Bengal,0.006036653907995113,1925077.5,1.4860068416939986e-08,1.7320344644910183e-08,True
Assam,Gujarat,-0.00599116426327153,1749350.5,0.00712972212913992,0.007793981954836186,True
Himachal Pradesh,Punjab,-0.005914983794564968,8185593.0,0.026402286421430988,0.028219447835051745,True
Assam,Jharkhand,-0.005799308164137741,1562751.0,1.6697967018229216e-16,2.0696071797241846e-16,True
Arunachal Pradesh,Meghalaya,0.005642210341932935,3790670.0,7.028619420428537e-07,8.138401434180411e-07,True
Maharashtra,West Bengal,0.005470242126630082,11362270.5,7.41506623884945e-142,1.3641654962064494e-141,True
Dadra and Nagar Haveli and Daman and Diu,Odisha,0.005377919341196406,2247775.0,4.116398121149108e-32,5.433645519916823e-32,True
Andaman and Nicobar Islands,Tripura,0.005365526492287054,2433730.5,0.8780827350016543,0.8847856566428883,False
Haryana,Tripura,0.005365526492287054,4311412.5,1.551778134286849e-14,1.909880780660737e-14,True
Madhya Pradesh,Manipur,-0.005275551616405846,1687871.0,3.577177184214139e-07,4.15109791926388e-07,True
Manipur,Uttarakhand,0.0051948051948051965,1747235.0,3.828806872978452e-11,4.542943885241849e-11,True
Bihar,Kerala,0.004990655227536014,6197434.0,2.770526998144895e-07,3.222110693877764e-07,True
Chhattisgarh,Mizoram,-0.004946100190234462,3467795.5,2.225937334615914e-05,2.538433936667824e-05,True
Maharashtra,Rajasthan,-0.004895416110369352,8605336.0,0.0636929470236953,0.06712550105491241,False
Madhya Pradesh,Maharashtra,-0.004709139835040815,6876652.5,1.385271346259639e-110,2.2299489964179553e-110,True
Arunachal Pradesh,Tripura,0.004677886815477705,1574816.5,1.1284882940149659e-11,1.3450153933180632e-11,True
Maharashtra,Uttarakhand,0.0046283934134401655,9850903.0,8.242006585110663e-107,1.3029279871073144e-106,True
Punjab,Uttar Pradesh,-0.004399331478013094,5605097.0,2.7326745365980955e-97,4.23123799215189e-97,True
Assam,Bihar,0.004395665882684363,3940068.0,1.7997415017377677e-48,2.5006934550461614e-48,True
Manipur,Rajasthan,-0.004329004329004321,1753190.5,0.9123257429365056,0.9175390328961428,False
Mizoram,West Bengal,0.004284189504928218,4033599.0,3.518708201374819e-19,4.423518881728344e-19,True
Himachal Pradesh,Uttarakhand,-0.004248317127898263,7136260.0,0.02251889717958697,0.02416662136345919,True
Chandigarh,Telangana,-0.0041713491202103326,7227813.0,4.8364275305756855e-25,6.243603266855653e-25,True
Himachal Pradesh,Madhya Pradesh,-0.004167570706297613,8579641.5,0.8626374939611275,0.8708845063316929,False
Gujarat,Karnataka,0.00359859913653663,4162709.0,8.295172863279026e-18,1.0329837905215392e-17,True
Manipur,Punjab,0.0035281385281384914,2045621.5,2.287210672993513e-06,2.6367843566388097e-06,True
Madhya Pradesh,Mizoram,-0.003523087213338952,3495659.0,7.236075845007691e-10,8.509238410164947e-10,True
Andhra Pradesh,Karnataka,-0.003469294594030399,8680384.0,3.468614751274052e-11,4.124839163677251e-11,True
Rajasthan,Uttar Pradesh,0.003457811379129719,6577171.0,6.945124216973897e-14,8.468881262268401e-14,True
Mizoram,Uttarakhand,0.003442340791738302,3499965.0,1.5986865552655203e-12,1.922793852346685e-12,True
Jharkhand,Karnataka,0.0034067430374028415,4085357.0,1.1557701208774305e-12,1.3932571320166284e-12,True
Himachal Pradesh,West Bengal,-0.003406468414708347,7990980.0,0.03629548249716009,0.03855938583199301,True
Andhra Pradesh,Bihar,0.0033189364153888637,8944450.0,1.2452206965092746e-52,1.7769635885321538e-52,True
Chhattisgarh,Punjab,-0.003170426065162865,8875684.5,0.13948685475117778,0.14612908592980528,False
Maharashtra,Punjab,0.0029617267467734604,11075699.0,1.3287645296722773e-52,1.891071891285613e-52,True
Chandigarh,Jharkhand,0.0029185372527019138,4275132.0,2.8006189144658428e-09,3.286059526306589e-09,True
Chhattisgarh,Himachal Pradesh,0.002744557729402103,8133603.0,0.2804579135949834,0.28978821600420984,False
Chandigarh,Gujarat,0.002726681153568125,4426330.0,1.0826030155362417e-17,1.3449750404779663e-17,True
Mizoram,Uttar Pradesh,-0.002623657352941497,2534481.5,1.3718450001567879e-33,1.824519294918851e-33,True
Sikkim,Tamil Nadu,-0.002616756903609088,2555775.5,0.6234721342148377,0.6355082758019968,False
Punjab,West Bengal,0.002508515379856621,8734989.5,0.05788158372364831,0.06112295241217261,False
Arunachal Pradesh,Kerala,-0.0024513081071445494,3159794.0,2.0406015075180336e-05,2.3321160085920383e-05,True
Assam,Karnataka,-0.0023925651267348996,3764040.0,1.0078264399753009e-10,1.1931218840963204e-10,True
Dadra and Nagar Haveli and Daman and Diu,Tripura,-0.0018756017855642015,1046006.0,6.66055912101972e-12,7.974546974826332e-12,True
Mizoram,Punjab,0.0017756741250715968,3946665.0,0.023261447724243482,0.02491286896227294,True
Haryana,Kerala,-0.001763668430335201,7166986.0,0.6260150431145168,0.6368707953072541,False
Andaman and Nicobar Islands,Kerala,-0.001763668430335201,4063047.0,9.29204953077084e-15,1.1463089140764028e-14,True
Manipur,Mizoram,0.0017524644030668945,828373.5,0.0005509332999513773,0.0006176067566333911,True
Madhya Pradesh,Punjab,-0.001747413088267355,9144037.0,0.0151882989162698,0.01639963563965328,True
Punjab,Uttarakhand,0.0016666666666667052,7824399.0,0.019776810922289962,0.021267120502992058,True
Chhattisgarh,Uttarakhand,-0.00150375939849616,7704836.0,0.005576110393904197,0.006108270307015386,True
Maharashtra,Uttar Pradesh,-0.0014376047312396334,6750252.5,5.319913904780356e-24,6.817753742048612e-24,True
Chhattisgarh,Madhya Pradesh,-0.0014230129768955102,9288550.5,0.6121326387942789,0.6251567374920296,False
Maharashtra,Mizoram,0.0011860526217018635,4299842.0,1.1135133630543007e-13,1.354689068416292e-13,True
Andhra Pradesh,Assam,-0.0010767294672954994,3917369.5,0.09235108930508286,0.09713421345235806,False
Meghalaya,Tripura,-0.0009643235264552297,2947657.0,0.0003878533879615618,0.00043851517953684074,True
Dadra and Nagar Haveli and Daman and Diu,Meghalaya,-0.0009112782591089719,2424944.5,0.23387494424816369,0.24308261921856383,False
Manipur,Uttar Pradesh,-0.0008711929498746024,1400916.0,1.0421013574801177e-05,1.1961511233684829e-05,True
Uttarakhand,West Bengal,0.000841848713189916,7035615.5,0.7945839902010982,0.805259782775777,False
Madhya Pradesh,West Bengal,0.0007611022915892662,9044608.5,0.0021051537978863635,0.0023302331347672955,True
Arunachal Pradesh,Haryana,-0.0006876396768093485,3825487.5,3.206990571159329e-12,3.848388685391195e-12,True
Andaman and Nicobar Islands,Arunachal Pradesh,0.0006876396768093485,2884857.5,0.0010241142231870626,0.0011407854638033103,True
Chhattisgarh,West Bengal,-0.000661910685306244,8678650.5,0.002115667295164085,0.0023369714055368972,True
Maharashtra,Manipur,-0.000566411781365031,1869608.5,0.9640324454545395,0.9658617290322521,False
Gujarat,Jharkhand,0.00019185609913378865,1991591.5,0.8565122730044159,0.866357241659639,False
Madhya Pradesh,Uttarakhand,-8.074642160064982e-05,7747701.5,0.9847474641776779,0.9847474641776779,False
Andaman and Nicobar Islands,Haryana,0.0,5150757.5,1.5524990803266025e-15,1.919717832347649e-15,True
Ladakh,Puducherry,0.0,260584.0,2.3930671506598726e-24,3.07430524464334e-24,True
